category,room_count,bathroom_count,size,type,price,city,region,log_price
Villas,3,1,220.0,À Vendre,500000.0,Ariana,Ariana,5.698970004336019
Locaux industriels,2,1,220.0,À Vendre,10000.0,Ariana,Raoued,4.0
Villas,4,1,140.0,À Louer,700.0,Ariana,Ghazela,2.845098040014257
Villas,4,1,140.0,À Louer,1200.0,Ariana,Ennasr,3.0791812460476247
Villas,6,3,520.0,À Vendre,950000.0,Ariana,Ennasr,5.977723605288848
Appartements,1,1,48.0,À Vendre,150000.0,Ariana,Ennasr,5.176091259055681
Appartements,2,1,110.0,À Louer,2000.0,Ariana,Ennasr,3.3010299956639813
Appartements,3,1,156.0,À Vendre,340000.0,Ariana,La Soukra,5.531478917042255
Appartements,2,1,140.0,À Louer,550.0,Ariana,La Soukra,2.7403626894942437
Offices,2,1,100.0,À Louer,1000.0,Ariana,Ariana Ville,3.0
Appartements,2,1,72.0,À Vendre,81000.0,Ariana,Chotrana,4.9084850188786495
Villas,4,2,250.0,À Vendre,260000.0,Ariana,Raoued,5.414973347970818
Offices,2,1,100.0,À Louer,720.0,Ariana,La Soukra,2.8573324964312685
Villas,3,1,420.0,À Vendre,380000.0,Ariana,Borj Louzir,5.57978359661681
Appartements,3,1,75.0,À Louer,450.0,Ariana,Ennasr,2.6532125137753435
Locaux industriels,1,1,44.0,À Vendre,100000.0,Ariana,Raoued,5.0
Vacation Rentals,2,1,70.0,À Louer,50.0,Ariana,Autres villes,1.6989700043360187
Villas,5,2,130.0,À Vendre,290000.0,Ariana,Autres villes,5.4623979978989565
Appartements,3,1,143.0,À Vendre,180000.0,Ariana,Autres villes,5.2552725051033065
Villas,3,1,100.0,À Louer,500.0,Ariana,Autres villes,2.6989700043360187
Villas,3,1,175.0,À Vendre,87000.0,Ariana,Chotrana,4.939519252618618
Appartements,2,1,109.0,À Vendre,175000.0,Ariana,Ghazela,5.243038048686294
Villas,9,3,630.0,À Vendre,1200000.0,Ariana,Autres villes,6.079181246047625
Appartements,4,1,147.0,À Vendre,260000.0,Ariana,Jardins D'el Menzah,5.414973347970818
Appartements,1,1,55.0,À Louer,55.0,Ariana,Autres villes,1.7403626894942439
Appartements,4,1,127.0,À Vendre,255000.0,Ariana,Ghazela,5.4065401804339555
Appartements,2,1,60.0,À Louer,500.0,Ariana,Borj Louzir,2.6989700043360187
Villas,3,1,140.0,À Louer,400.0,Ariana,Autres villes,2.6020599913279625
Villas,3,1,105.0,À Louer,400.0,Ariana,Raoued,2.6020599913279625
Villas,6,3,530.0,À Vendre,1300000.0,Ariana,Ennasr,6.113943352306837
Appartements,2,2,124.0,À Vendre,284000.0,Ariana,Chotrana,5.453318340047038
Villas,7,2,500.0,À Vendre,360000.0,Ariana,Raoued,5.556302500767287
Appartements,2,1,101.0,À Louer,700.0,Ariana,Autres villes,2.845098040014257
Villas,3,2,177.0,À Vendre,240000.0,Ariana,Ghazela,5.380211241711606
Villas,3,2,170.0,À Vendre,135000.0,Ariana,La Soukra,5.1303337684950066
Villas,5,4,580.0,À Vendre,880000.0,Ariana,La Soukra,5.944482672150168
Villas,4,3,600.0,À Vendre,1200000.0,Ariana,La Soukra,6.079181246047625
Locaux industriels,3,1,105.0,À Louer,1100.0,Ariana,Jardins D'el Menzah,3.041392685158225
Villas,5,2,187.0,À Vendre,210000.0,Ariana,Raoued,5.3222192947339195
Villas,3,1,120.0,À Vendre,235000.0,Ariana,Borj Louzir,5.371067862271736
Appartements,1,1,24.0,À Louer,40.0,Ariana,La Soukra,1.6020599913279623
Villas,4,2,180.0,À Louer,800.0,Ariana,Autres villes,2.9030899869919438
Villas,5,5,650.0,À Vendre,1100000.0,Ariana,Chotrana,6.041392685158225
Appartements,3,3,250.0,À Louer,3500.0,Ariana,Autres villes,3.5440680443502757
Locaux industriels,1,1,200.0,À Louer,850.0,Ariana,Borj Louzir,2.929418925714293
Appartements,2,1,120.0,À Louer,1200.0,Ariana,Ennasr,3.0791812460476247
Villas,11,5,600.0,À Vendre,990000.0,Ariana,Jardins D'el Menzah,5.99563519459755
Appartements,4,1,147.0,À Vendre,257750.0,Ariana,Jardins D'el Menzah,5.411198673955554
Villas,3,1,100.0,À Louer,540.0,Ariana,Jardins D'el Menzah,2.7323937598229686
Appartements,2,2,120.0,À Louer,1300.0,Ariana,Ennasr,3.113943352306837
Shared Housing,2,2,75.0,À Louer,120.0,Ariana,Ariana Ville,2.0791812460476247
Appartements,3,2,106.0,À Vendre,190000.0,Ariana,Ghazela,5.278753600952829
Appartements,2,2,94.0,À Vendre,145000.0,Ariana,Ghazela,5.161368002234975
Appartements,2,1,30.0,À Louer,350.0,Ariana,Autres villes,2.5440680443502757
Villas,6,4,350.0,À Vendre,630000.0,Ariana,Autres villes,5.799340549453582
Appartements,1,2,64.0,À Vendre,115000.0,Ariana,Ghazela,5.060697840353612
Appartements,2,1,80.0,À Vendre,120000.0,Ariana,Ariana Ville,5.079181246047625
Appartements,3,2,130.0,À Louer,790.0,Ariana,Borj Louzir,2.8976270912904414
Appartements,1,1,80.0,À Louer,990.0,Ariana,Ennasr,2.99563519459755
Appartements,2,1,160.0,À Vendre,340000.0,Ariana,La Soukra,5.531478917042255
Appartements,2,2,120.0,À Louer,2000.0,Ariana,Ennasr,3.3010299956639813
Villas,5,3,380.0,À Vendre,750000.0,Ariana,La Soukra,5.8750612633917
Villas,5,3,264.0,À Vendre,620000.0,Ariana,La Soukra,5.7923916894982534
Villas,5,2,250.0,À Vendre,410000.0,Ariana,La Soukra,5.6127838567197355
Appartements,2,1,150.0,À Louer,270.0,Ariana,Mnihla,2.4313637641589874
Appartements,1,1,140.0,À Louer,1150.0,Ariana,Jardins D'el Menzah,3.060697840353612
Appartements,2,1,88.0,À Vendre,1900000.0,Ariana,Borj Louzir,6.278753600952829
Villas,8,2,500.0,À Vendre,400000.0,Ariana,Ghazela,5.6020599913279625
Appartements,3,1,135.0,À Vendre,345000.0,Ariana,Ennasr,5.537819095073274
Villas,1,1,195.0,À Vendre,65000.0,Ariana,Chotrana,4.812913356642856
Villas,1,1,150.0,À Vendre,68000.0,Ariana,Chotrana,4.832508912706237
Villas,3,1,150.0,À Vendre,165000.0,Ariana,Raoued,5.217483944213907
Offices,5,2,130.0,À Louer,800.0,Ariana,Mnihla,2.9030899869919438
Villas,4,3,180.0,À Louer,500.0,Ariana,Raoued,2.6989700043360187
Villas,1,1,244.0,À Vendre,88000.0,Ariana,Raoued,4.944482672150168
Villas,4,1,200.0,À Vendre,185000.0,Ariana,Ghazela,5.267171728403014
Villas,4,2,400.0,À Vendre,630000.0,Ariana,Chotrana,5.799340549453582
Appartements,3,2,116.0,À Vendre,235000.0,Ariana,Autres villes,5.371067862271736
Appartements,2,1,60.0,À Louer,770.0,Ariana,La Soukra,2.886490725172482
Appartements,2,1,148.0,À Louer,800.0,Ariana,Chotrana,2.9030899869919438
Locaux industriels,1,1,70.0,À Louer,350.0,Ariana,Autres villes,2.5440680443502757
Appartements,3,1,108.0,À Vendre,185000.0,Ariana,Ariana,5.267171728403014
Appartements,3,1,103.0,À Vendre,150000.0,Ariana,Ariana,5.176091259055681
Appartements,2,2,80.0,À Louer,1050.0,Ariana,Ennasr,3.0211892990699383
Appartements,1,1,94.0,À Louer,750.0,Ariana,Ghazela,2.8750612633917
Appartements,2,1,105.0,À Louer,1500.0,Ariana,Ennasr,3.1760912590556813
Appartements,2,1,70.0,À Louer,1300.0,Ariana,Ennasr,3.113943352306837
Appartements,3,2,170.0,À Louer,900.0,Ariana,Autres villes,2.9542425094393248
Appartements,2,1,112.0,À Louer,850.0,Ariana,Jardins D'el Menzah,2.929418925714293
Villas,3,1,300.0,À Vendre,105000.0,Ariana,Ariana,5.021189299069938
Appartements,3,1,112.0,À Louer,850.0,Ariana,Jardins D'el Menzah,2.929418925714293
Villas,4,2,250.0,À Vendre,270000.0,Ariana,Autres villes,5.431363764158987
Appartements,4,1,145.0,À Vendre,288000.0,Ariana,Ennasr,5.459392487759231
Appartements,3,1,120.0,À Louer,800.0,Ariana,La Soukra,2.9030899869919438
Villas,7,2,202.0,À Vendre,250000.0,Ariana,Autres villes,5.3979400086720375
Locaux industriels,1,1,25.0,À Vendre,85000.0,Ariana,Autres villes,4.929418925714293
Appartements,2,1,100.0,À Louer,450.0,Ariana,Borj Louzir,2.6532125137753435
Appartements,3,1,120.0,À Vendre,215000.0,Ariana,Borj Louzir,5.332438459915605
Villas,3,1,100.0,À Louer,600.0,Ariana,Ghazela,2.7781512503836434
Appartements,1,1,50.0,À Vendre,150000.0,Ariana,Ennasr,5.176091259055681
Appartements,2,1,105.0,À Vendre,199000.0,Ariana,Ghazela,5.298853076409706
Villas,4,2,225.0,À Vendre,210000.0,Ariana,Ariana,5.3222192947339195
Appartements,4,1,150.0,À Louer,650000.0,Ariana,Autres villes,5.812913356642856
Appartements,2,1,70.0,À Vendre,205000.0,Ariana,Ennasr,5.311753861055754
Appartements,2,1,100.0,À Louer,450.0,Ariana,Borj Louzir,2.6532125137753435
Appartements,2,1,70.0,À Louer,1200.0,Ariana,Ennasr,3.0791812460476247
Villas,4,2,220.0,À Louer,1200.0,Ariana,Ennasr,3.0791812460476247
Vacation Rentals,2,1,55.0,À Louer,70.0,Ariana,Ariana Ville,1.845098040014257
Appartements,1,1,40.0,À Vendre,124000.0,Ariana,Ennasr,5.093421685162235
Appartements,2,1,110.0,À Louer,400.0,Ariana,Borj Louzir,2.6020599913279625
Villas,2,1,300.0,À Louer,300.0,Ariana,Autres villes,2.4771212547196626
Appartements,1,2,70.0,À Louer,1300.0,Ariana,Ennasr,3.113943352306837
Appartements,2,1,126.0,À Vendre,250000.0,Ariana,Ennasr,5.3979400086720375
Appartements,2,1,95.0,À Louer,800.0,Ariana,Ariana Ville,2.9030899869919438
Villas,3,1,98.0,À Vendre,75000.0,Ariana,Raoued,4.8750612633917
Offices,4,2,180.0,À Louer,200.0,Ariana,Autres villes,2.3010299956639813
Appartements,2,1,111.0,À Vendre,220000.0,Ariana,Ennasr,5.342422680822207
Appartements,1,1,50.0,À Vendre,150000.0,Ariana,Ennasr,5.176091259055681
Villas,3,1,305.0,À Vendre,200000.0,Ariana,Raoued,5.301029995663981
Appartements,2,2,112.0,À Vendre,235000.0,Ariana,La Soukra,5.371067862271736
Villas,3,1,170.0,À Vendre,115000.0,Ariana,Raoued,5.060697840353612
Appartements,3,1,120.0,À Louer,600.0,Ariana,Ariana,2.7781512503836434
Vacation Rentals,4,1,120.0,À Louer,120.0,Ariana,Ennasr,2.0791812460476247
Vacation Rentals,4,1,100.0,À Louer,180.0,Ariana,Ennasr,2.255272505103306
Villas,3,1,100.0,À Louer,400.0,Ariana,Autres villes,2.6020599913279625
Appartements,3,2,146.0,À Vendre,320000.0,Ariana,Borj Louzir,5.505149978319906
Appartements,2,1,91.0,À Vendre,185000.0,Ariana,Ariana,5.267171728403014
Appartements,2,1,125.0,À Louer,750.0,Ariana,Jardins D'el Menzah,2.8750612633917
Appartements,1,1,80.0,À Louer,400.0,Ariana,La Soukra,2.6020599913279625
Appartements,3,1,90.0,À Louer,800.0,Ariana,Ariana,2.9030899869919438
Appartements,4,1,110.0,À Louer,550.0,Ariana,Autres villes,2.7403626894942437
Villas,1,1,70.0,À Louer,350.0,Ariana,Autres villes,2.5440680443502757
Appartements,3,1,122.0,À Vendre,265000.0,Ariana,Autres villes,5.423245873936808
Appartements,1,1,78.0,À Louer,1050.0,Ariana,Ennasr,3.0211892990699383
Appartements,1,1,90.0,À Louer,550.0,Ariana,Ghazela,2.7403626894942437
Appartements,3,1,130.0,À Louer,800.0,Ariana,Ennasr,2.9030899869919438
Appartements,2,1,50.0,À Louer,530.0,Ariana,Ariana Ville,2.724275869600789
Appartements,3,1,130.0,À Louer,800.0,Ariana,Ennasr,2.9030899869919438
Appartements,2,1,126.0,À Vendre,250000.0,Ariana,Ennasr,5.3979400086720375
Appartements,3,1,120.0,À Vendre,120000.0,Ariana,Borj Louzir,5.079181246047625
Appartements,1,1,60.0,À Vendre,100000.0,Ariana,La Soukra,5.0
Appartements,3,2,156.0,À Vendre,350000.0,Ariana,La Soukra,5.544068044350276
Offices,4,2,130.0,À Louer,2300.0,Ariana,Ennasr,3.361727836017593
Villas,4,1,350.0,À Louer,300.0,Ariana,Chotrana,2.4771212547196626
Appartements,2,1,70.0,À Louer,350.0,Ariana,Ghazela,2.5440680443502757
Appartements,2,1,129.0,À Vendre,245000.0,Ariana,Ennasr,5.389166084364533
Appartements,2,1,130.0,À Vendre,280000.0,Ariana,Jardins D'el Menzah,5.447158031342219
Villas,3,3,180.0,À Louer,2200.0,Ariana,Ennasr,3.342422680822206
Locaux industriels,1,1,60.0,À Vendre,150000.0,Ariana,Ghazela,5.176091259055681
Appartements,3,2,120.0,À Vendre,330000.0,Ariana,Ennasr,5.518513939877887
Villas,3,1,500.0,À Vendre,500000.0,Ariana,Raoued,5.698970004336019
Villas,4,2,650.0,À Vendre,1150000.0,Ariana,La Soukra,6.060697840353612
Villas,4,2,658.0,À Vendre,1200000.0,Ariana,Ennasr,6.079181246047625
Locaux industriels,1,1,200.0,À Louer,2000.0,Ariana,Autres villes,3.3010299956639813
Appartements,2,2,120.0,À Louer,1200.0,Ariana,La Soukra,3.0791812460476247
Locaux industriels,1,1,136.0,À Louer,900.0,Ariana,Ariana,2.9542425094393248
Appartements,3,1,100.0,À Louer,430.0,Ariana,Ghazela,2.6334684555795866
Villas,4,2,432.0,À Vendre,750000.0,Ariana,Ghazela,5.8750612633917
Appartements,2,1,51.0,À Vendre,110000.0,Béja,Béja,5.041392685158225
Appartements,1,1,70.0,À Louer,250.0,Béja,Béja Nord,2.3979400086720375
Offices,2,1,70.0,À Louer,300.0,Béja,Autres villes,2.4771212547196626
Villas,7,3,127.0,À Vendre,220000.0,Béja,Béja Nord,5.342422680822207
Appartements,3,1,80.0,À Vendre,125000.0,Béja,Autres villes,5.096910013008056
Villas,3,1,200.0,À Vendre,80000.0,Béja,Testour,4.903089986991944
Villas,2,1,100.0,À Louer,250.0,Béja,Téboursouk,2.3979400086720375
Appartements,2,1,150.0,À Louer,300.0,Béja,Autres villes,2.4771212547196626
Appartements,2,1,50.0,À Louer,250.0,Béja,Béja Nord,2.3979400086720375
Villas,3,2,401.0,À Vendre,800000.0,Béja,Amdoun,5.903089986991944
Villas,5,2,122.0,À Vendre,160000.0,Béja,Autres villes,5.204119982655925
Appartements,3,1,100.0,À Louer,270.0,Béja,Medjez el-Bab,2.4313637641589874
Villas,4,1,80.0,À Vendre,50000.0,Béja,Testour,4.698970004336019
Villas,3,1,75.0,À Louer,400.0,Béja,Béja Sud,2.6020599913279625
Appartements,3,1,100.0,À Louer,500.0,Béja,Béja Nord,2.6989700043360187
Villas,7,3,480.0,À Vendre,500000.0,Béja,Autres villes,5.698970004336019
Vacation Rentals,2,1,80.0,À Louer,100.0,Béja,Autres villes,2.0
Appartements,2,1,100.0,À Louer,270.0,Béja,Béja Sud,2.4313637641589874
Villas,4,1,398.0,À Vendre,260000.0,Béja,Autres villes,5.414973347970818
Villas,10,2,520.0,À Vendre,150000.0,Béja,Autres villes,5.176091259055681
Villas,1,1,70.0,À Louer,130.0,Béja,Testour,2.113943352306837
Villas,1,1,70.0,À Louer,130.0,Béja,Testour,2.113943352306837
Villas,6,1,102.0,À Vendre,170000.0,Béja,Medjez el-Bab,5.230448921378274
Appartements,3,1,127.0,À Vendre,1900000.0,Ben arous,Medina Jedida,6.278753600952829
Appartements,4,1,117.0,À Vendre,121000.0,Ben arous,Fouchana,5.08278537031645
Appartements,2,1,55.0,À Vendre,95000.0,Ben arous,Mornag,4.977723605288848
Locaux industriels,1,1,32.0,À Vendre,18000.0,Ben arous,Mégrine,4.2552725051033065
Appartements,2,1,109.0,À Vendre,200000.0,Ben arous,Medina Jedida,5.301029995663981
Villas,3,1,100.0,À Louer,450.0,Ben arous,El Mourouj,2.6532125137753435
Appartements,3,1,120.0,À Louer,550.0,Ben arous,El Mourouj,2.7403626894942437
Appartements,3,1,90.0,À Louer,680.0,Ben arous,Hammam Lif,2.832508912706236
Appartements,2,1,90.0,À Louer,460.0,Ben arous,Autres villes,2.662757831681574
Villas,3,2,82.0,À Louer,600.0,Ben arous,El Mourouj,2.7781512503836434
Appartements,2,1,76.0,À Louer,450.0,Ben arous,El Mourouj,2.6532125137753435
Villas,3,1,160.0,À Louer,750.0,Ben arous,Radès,2.8750612633917
Villas,2,1,100.0,À Vendre,130000.0,Ben arous,Mohamedia,5.113943352306837
Villas,3,1,100.0,À Vendre,110000.0,Ben arous,Mornag,5.041392685158225
Villas,7,4,380.0,À Vendre,775000.0,Ben arous,Autres villes,5.889301702506311
Villas,6,3,110.0,À Vendre,250000.0,Ben arous,Boumhel,5.3979400086720375
Villas,6,2,200.0,À Vendre,380000.0,Ben arous,Radès,5.57978359661681
Villas,2,1,100.0,À Louer,420.0,Ben arous,El Mourouj,2.6232492903979003
Appartements,3,2,127.0,À Louer,165000.0,Ben arous,Medina Jedida,5.217483944213907
Villas,2,1,109.0,À Vendre,50000.0,Ben arous,Mohamedia,4.698970004336019
Appartements,2,1,75.0,À Louer,350.0,Ben arous,Autres villes,2.5440680443502757
Villas,5,2,200.0,À Louer,750.0,Ben arous,Boumhel,2.8750612633917
Appartements,2,1,50.0,À Louer,70.0,Ben arous,El Mourouj,1.845098040014257
Appartements,2,1,100.0,À Louer,80.0,Ben arous,El Mourouj,1.9030899869919435
Locaux industriels,2,2,700.0,À Louer,5000.0,Ben arous,Ben arous,3.6989700043360187
Villas,8,2,279.0,À Vendre,325000.0,Ben arous,Fouchana,5.511883360978874
Villas,3,2,200.0,À Vendre,225000.0,Ben arous,Fouchana,5.352182518111363
Appartements,4,2,115.0,À Louer,550.0,Ben arous,El Mourouj,2.7403626894942437
Locaux industriels,1,1,39.0,À Vendre,140000.0,Ben arous,Medina Jedida,5.146128035678238
Locaux industriels,1,1,35.0,À Louer,500.0,Ben arous,Radès,2.6989700043360187
Villas,3,1,100.0,À Louer,420.0,Ben arous,El Mourouj,2.6232492903979003
Villas,4,2,180.0,À Vendre,230000.0,Ben arous,Fouchana,5.361727836017593
Offices,8,4,220.0,À Louer,1950.0,Ben arous,Fouchana,3.290034611362518
Villas,3,1,150.0,À Louer,550.0,Ben arous,Boumhel,2.7403626894942437
Villas,5,2,500.0,À Louer,900.0,Ben arous,Radès,2.9542425094393248
Appartements,3,1,93.0,À Vendre,135000.0,Ben arous,Autres villes,5.1303337684950066
Villas,3,1,100.0,À Vendre,70000.0,Ben arous,Autres villes,4.845098040014257
Appartements,3,1,70.0,À Vendre,165000.0,Ben arous,Autres villes,5.217483944213907
Villas,3,1,100.0,À Louer,500.0,Ben arous,Autres villes,2.6989700043360187
Villas,10,6,500.0,À Vendre,770000.0,Ben arous,Boumhel,5.886490725172482
Appartements,3,1,80.0,À Louer,650.0,Ben arous,Hammam Chott,2.8129133566428557
Appartements,4,1,103.0,À Vendre,100000.0,Ben arous,El Mourouj,5.0
Appartements,3,1,97.0,À Vendre,120000.0,Ben arous,Hammam Chott,5.079181246047625
Villas,3,2,150.0,À Vendre,125000.0,Ben arous,Boumhel,5.096910013008056
Appartements,3,1,110.0,À Vendre,153000.0,Ben arous,El Mourouj,5.184691430817598
Appartements,1,1,100.0,À Louer,420.0,Ben arous,Medina Jedida,2.6232492903979003
Appartements,3,1,80.0,À Louer,600.0,Ben arous,Hammam Chott,2.7781512503836434
Appartements,4,3,210.0,À Vendre,385000.0,Ben arous,Ezzahra,5.585460729508501
Appartements,1,1,60.0,À Louer,300.0,Ben arous,Mégrine,2.4771212547196626
Villas,3,1,200.0,À Louer,750.0,Ben arous,Boumhel,2.8750612633917
Villas,2,1,120.0,À Vendre,140000.0,Ben arous,Fouchana,5.146128035678238
Locaux industriels,1,1,300.0,À Louer,2500.0,Ben arous,Ezzahra,3.3979400086720375
Vacation Rentals,2,1,100.0,À Louer,600.0,Ben arous,Hammam Chott,2.7781512503836434
Villas,3,1,460.0,À Vendre,550000.0,Ben arous,Ben arous,5.740362689494244
Appartements,2,1,180.0,À Louer,750.0,Ben arous,Radès,2.8750612633917
Appartements,2,1,64.0,À Vendre,85000.0,Ben arous,El Mourouj,4.929418925714293
Appartements,3,2,150.0,À Louer,800.0,Ben arous,Radès,2.9030899869919438
Villas,2,1,100.0,À Louer,850.0,Ben arous,Ezzahra,2.929418925714293
Villas,3,2,150.0,À Louer,75.0,Ben arous,Boumhel,1.8750612633917
Villas,5,2,300.0,À Louer,1600.0,Ben arous,Boumhel,3.2041199826559246
Villas,3,2,200.0,À Louer,1050.0,Ben arous,Ezzahra,3.0211892990699383
Villas,3,2,230.0,À Louer,800.0,Ben arous,Boumhel,2.9030899869919438
Villas,2,1,100.0,À Louer,400.0,Ben arous,Autres villes,2.6020599913279625
Offices,1,1,20.0,À Louer,400.0,Ben arous,Autres villes,2.6020599913279625
Villas,3,2,350.0,À Vendre,150000.0,Ben arous,Ezzahra,5.176091259055681
Appartements,2,1,90.0,À Louer,600.0,Ben arous,Radès,2.7781512503836434
Appartements,3,1,85.0,À Vendre,95000.0,Ben arous,El Mourouj,4.977723605288848
Appartements,3,1,106.0,À Vendre,170000.0,Ben arous,El Mourouj,5.230448921378274
Villas,3,2,100.0,À Louer,1200.0,Ben arous,Ezzahra,3.0791812460476247
Villas,3,2,150.0,À Vendre,330000.0,Ben arous,Boumhel,5.518513939877887
Villas,7,2,500.0,À Vendre,850000.0,Ben arous,Ben arous,5.929418925714293
Villas,3,1,150.0,À Louer,140.0,Ben arous,Ezzahra,2.146128035678238
Appartements,3,1,100.0,À Louer,850.0,Ben arous,Boumhel,2.929418925714293
Locaux industriels,3,2,210.0,À Vendre,75000.0,Ben arous,Hammam Chott,4.8750612633917
Villas,3,1,100.0,À Louer,140.0,Ben arous,Ezzahra,2.146128035678238
Appartements,2,1,82.0,À Louer,350.0,Ben arous,El Mourouj,2.5440680443502757
Villas,3,1,120.0,À Louer,450.0,Ben arous,Fouchana,2.6532125137753435
Appartements,3,1,125.0,À Louer,570.0,Ben arous,Autres villes,2.7558748556724915
Locaux industriels,2,2,150.0,À Vendre,85000.0,Ben arous,Autres villes,4.929418925714293
Appartements,3,1,100.0,À Louer,550.0,Ben arous,Hammam Chott,2.7403626894942437
Appartements,1,1,50.0,À Louer,350.0,Ben arous,El Mourouj,2.5440680443502757
Appartements,2,1,80.0,À Louer,500.0,Ben arous,Radès,2.6989700043360187
Villas,3,2,180.0,À Louer,650.0,Ben arous,Autres villes,2.8129133566428557
Villas,4,1,90.0,À Vendre,138000.0,Ben arous,Mohamedia,5.139879086401237
Appartements,2,1,55.0,À Louer,550.0,Ben arous,Ezzahra,2.7403626894942437
Appartements,3,1,100.0,À Louer,600.0,Ben arous,Hammam Chott,2.7781512503836434
Appartements,4,2,125.0,À Louer,500.0,Ben arous,Boumhel,2.6989700043360187
Appartements,2,1,75.0,À Louer,750.0,Ben arous,Ezzahra,2.8750612633917
Villas,3,1,110.0,À Vendre,138000.0,Ben arous,Boumhel,5.139879086401237
Appartements,3,1,100.0,À Louer,550.0,Ben arous,Ezzahra,2.7403626894942437
Appartements,3,1,110.0,À Louer,550.0,Ben arous,El Mourouj,2.7403626894942437
Villas,2,1,100.0,À Louer,350.0,Ben arous,Ezzahra,2.5440680443502757
Locaux industriels,1,2,350.0,À Louer,1100.0,Ben arous,Ezzahra,3.041392685158225
Appartements,4,2,130.0,À Louer,650.0,Ben arous,Boumhel,2.8129133566428557
Locaux industriels,1,1,200.0,À Louer,1500.0,Ben arous,Ezzahra,3.1760912590556813
Villas,4,2,150.0,À Louer,750.0,Ben arous,Boumhel,2.8750612633917
Villas,4,1,150.0,À Vendre,150000.0,Ben arous,Boumhel,5.176091259055681
Appartements,4,1,90.0,À Vendre,130000.0,Ben arous,El Mourouj,5.113943352306837
Villas,3,1,250.0,À Louer,700.0,Ben arous,Boumhel,2.845098040014257
Villas,3,2,226.0,À Vendre,345000.0,Ben arous,El Mourouj,5.537819095073274
Locaux industriels,1,1,30.0,À Vendre,11111111.0,Ben arous,Ben arous,7.04575748621773
Villas,4,2,130.0,À Louer,800.0,Ben arous,Boumhel,2.9030899869919438
Appartements,4,2,130.0,À Louer,600.0,Ben arous,Boumhel,2.7781512503836434
Appartements,3,1,85.0,À Louer,380.0,Ben arous,Boumhel,2.57978359661681
Locaux industriels,1,1,205.0,À Louer,3200.0,Ben arous,Ezzahra,3.505149978319906
Appartements,3,1,100.0,À Louer,100.0,Ben arous,Boumhel,2.0
Villas,3,1,85.0,À Louer,90.0,Ben arous,Boumhel,1.954242509439325
Appartements,2,1,110.0,À Vendre,165000.0,Ben arous,Boumhel,5.217483944213907
Appartements,3,1,80.0,À Louer,60.0,Ben arous,El Mourouj,1.7781512503836436
Villas,2,1,75.0,À Louer,200.0,Ben arous,Boumhel,2.3010299956639813
Appartements,2,1,80.0,À Louer,450.0,Ben arous,Boumhel,2.6532125137753435
Villas,3,1,220.0,À Louer,1500.0,Ben arous,Boumhel,3.1760912590556813
Villas,3,1,150.0,À Louer,700.0,Ben arous,Boumhel,2.845098040014257
Villas,3,1,150.0,À Louer,600.0,Ben arous,Boumhel,2.7781512503836434
Locaux industriels,1,1,120.0,À Louer,850.0,Ben arous,Boumhel,2.929418925714293
Appartements,2,2,120.0,À Louer,1000.0,Ben arous,Ben arous,3.0
Villas,4,2,150.0,À Louer,700.0,Ben arous,Boumhel,2.845098040014257
Locaux industriels,1,1,125.0,À Louer,1600.0,Ben arous,Boumhel,3.2041199826559246
Locaux industriels,1,1,30.0,À Louer,500.0,Ben arous,Boumhel,2.6989700043360187
Appartements,4,1,130.0,À Louer,650.0,Ben arous,Boumhel,2.8129133566428557
Villas,3,1,120.0,À Louer,650.0,Ben arous,Boumhel,2.8129133566428557
Villas,4,2,140.0,À Louer,700.0,Ben arous,Boumhel,2.845098040014257
Villas,5,1,180.0,À Louer,750.0,Ben arous,Ezzahra,2.8750612633917
Villas,4,2,150.0,À Louer,770.0,Ben arous,Boumhel,2.886490725172482
Villas,3,1,120.0,À Louer,450.0,Ben arous,Boumhel,2.6532125137753435
Appartements,4,1,102.0,À Vendre,180000.0,Ben arous,El Mourouj,5.2552725051033065
Villas,3,1,120.0,À Louer,550.0,Ben arous,Ezzahra,2.7403626894942437
Villas,3,1,85.0,À Louer,1100.0,Ben arous,Ezzahra,3.041392685158225
Appartements,3,1,125.0,À Louer,500.0,Ben arous,El Mourouj,2.6989700043360187
Appartements,3,1,105.0,À Louer,550.0,Ben arous,Boumhel,2.7403626894942437
Locaux industriels,1,1,100.0,À Louer,1000.0,Ben arous,Boumhel,3.0
Appartements,3,1,80.0,À Louer,70.0,Ben arous,El Mourouj,1.845098040014257
Appartements,4,2,140.0,À Louer,700.0,Ben arous,Boumhel,2.845098040014257
Locaux industriels,1,2,350.0,À Louer,1000.0,Ben arous,Ezzahra,3.0
Appartements,3,1,85.0,À Vendre,115000.0,Ben arous,Hammam Lif,5.060697840353612
Appartements,3,1,100.0,À Louer,1200.0,Ben arous,Ezzahra,3.0791812460476247
Appartements,3,1,80.0,À Louer,60.0,Ben arous,El Mourouj,1.7781512503836436
Villas,4,2,140.0,À Louer,700.0,Ben arous,Ezzahra,2.845098040014257
Vacation Rentals,1,1,80.0,À Louer,1500.0,Ben arous,Ezzahra,3.1760912590556813
Appartements,3,1,78.0,À Louer,650.0,Ben arous,Ezzahra,2.8129133566428557
Appartements,4,2,125.0,À Vendre,130000.0,Ben arous,Boumhel,5.113943352306837
Appartements,2,1,65.0,À Vendre,75000.0,Ben arous,Hammam Lif,4.8750612633917
Appartements,3,1,130.0,À Louer,900.0,Ben arous,Ezzahra,2.9542425094393248
